call_id,n_segments,total_chars
GILD_2023Q1,73,60504
GILD_2023Q2,72,52644
GILD_2023Q3,72,54554
GILD_2023Q4,45,52605
GILD_2024Q1,58,23928
GILD_2024Q2,50,56551
GILD_2024Q3,55,55778
GILD_2024Q4,47,53557
GIS_2020Q1,105,59825
GIS_2020Q2,61,57618
GIS_2020Q3,93,56545
GIS_2020Q4,67,71887
GIS_2021Q1,110,48492
GIS_2021Q2,113,48385
GIS_2021Q3,88,34279
GIS_2021Q4,67,38567
GIS_2022Q1,65,23721
GIS_2022Q2,91,34742
GIS_2022Q3,48,31795
GIS_2022Q4,74,33616
GIS_2023Q1,86,32965
GIS_2023Q2,60,62372
GIS_2023Q3,48,30528
GIS_2023Q4,78,39395
GIS_2024Q1,57,28625
GIS_2024Q2,65,32410
GIS_2024Q3,68,36075
GIS_2024Q4,66,36865
GOOGL_2020Q1,53,31987
GOOGL_2020Q2,38,26092
GOOGL_2020Q3,51,27166
GOOGL_2020Q4,36,34661
GOOGL_2021Q1,52,31501
GOOGL_2021Q2,50,34008
GOOGL_2021Q3,42,43512
GOOGL_2021Q4,44,52561
GOOGL_2022Q1,41,12173
GOOGL_2022Q2,41,8798
GOOGL_2022Q3,48,14893
GOOGL_2022Q4,37,12140
GOOGL_2023Q1,47,16019
GOOGL_2023Q2,40,12164
GOOGL_2023Q3,44,45647
GOOGL_2023Q4,41,12041
GOOGL_2024Q1,46,15815
GOOGL_2024Q2,47,50235
GOOGL_2024Q3,47,55942
GOOGL_2024Q4,42,52450
GOOG_2020Q1,53,31987
GOOG_2020Q2,38,26092
GOOG_2020Q3,51,27166
GOOG_2020Q4,36,34661
GOOG_2021Q1,52,31501
GOOG_2021Q2,50,34008
GOOG_2021Q3,42,43512
GOOG_2021Q4,44,52561
GOOG_2022Q1,41,12173
GOOG_2022Q2,41,8798
GOOG_2022Q3,48,14893
GOOG_2022Q4,37,12140
GOOG_2023Q1,47,16019
GOOG_2023Q2,40,12164
GOOG_2023Q3,44,45647
GOOG_2023Q4,41,12041
GOOG_2024Q1,46,15815
GOOG_2024Q2,47,50235
GOOG_2024Q3,47,55942
GOOG_2024Q4,42,52450
GS_2020Q1,64,80514
GS_2020Q2,56,76690
GS_2020Q3,66,70968
GS_2020Q4,81,97174
GS_2021Q1,73,78797
GS_2021Q2,96,77221
GS_2021Q3,75,64034
GS_2021Q4,62,55587
GS_2022Q1,66,50688
GS_2022Q2,78,60253
GS_2022Q3,73,68677
GS_2022Q4,77,57938
GS_2023Q1,85,53865
GS_2023Q2,67,58763
GS_2023Q3,80,60405
GS_2023Q4,80,57669
GS_2024Q1,66,52399
GS_2024Q2,72,48344
GS_2024Q3,61,51979
GS_2024Q4,50,54299
HAL_2020Q1,51,49888
HAL_2020Q2,88,50087
HAL_2020Q3,46,48708
HAL_2020Q4,76,51233
HAL_2021Q1,82,51783
HAL_2021Q2,56,50352
HAL_2021Q3,73,53306
HAL_2021Q4,48,51273
HAL_2022Q1,74,49215
HAL_2022Q2,67,48414
HAL_2022Q3,96,40320
HAL_2022Q4,53,42367
HAL_2023Q1,57,38407
HAL_2023Q2,64,40764
HAL_2023Q3,57,42459
HAL_2023Q4,58,52702
HAL_2024Q1,98,45601
HAL_2024Q2,91,40894
HAL_2024Q3,49,47725
HAL_2024Q4,61,39317
HCA_2020Q1,43,48747
HCA_2020Q2,48,49419
HCA_2020Q3,71,39873
HCA_2020Q4,69,51805
HCA_2021Q1,87,37236
HCA_2021Q2,55,27879
HCA_2021Q3,94,44060
HCA_2021Q4,101,51329
HCA_2022Q1,73,43454
HCA_2022Q2,74,41708
HCA_2022Q3,78,42722
HCA_2022Q4,83,49597
HCA_2023Q1,69,43505
HCA_2023Q2,65,38168
HCA_2023Q3,81,43627
HCA_2023Q4,62,48820
HCA_2024Q1,58,16767
HCA_2024Q2,72,42148
HCA_2024Q3,70,49158
HCA_2024Q4,89,50251
HD_2020Q1,84,48496
HD_2020Q2,88,47899
HD_2020Q3,87,50235
HD_2020Q4,62,50720
HD_2021Q1,132,47763
HD_2021Q2,114,51005
HD_2021Q3,105,50214
HD_2021Q4,113,71881
HD_2022Q1,74,49806
HD_2022Q2,92,52355
HD_2022Q3,77,50486
HD_2022Q4,76,50993
HD_2023Q1,85,51106
HD_2023Q2,94,49914
HD_2023Q3,71,47415
HD_2023Q4,52,46924
HD_2024Q1,74,49951
HD_2024Q2,59,50051
HD_2024Q3,72,49282
HD_2024Q4,55,50203
HES_2020Q1,77,49460
HES_2020Q2,117,56615
HES_2020Q3,107,63076
HES_2020Q4,113,54660
HES_2021Q1,77,57501
HES_2021Q2,82,64136
HES_2021Q3,62,46756
HES_2021Q4,100,62703
HES_2022Q1,51,48339
HES_2022Q2,65,57859
HES_2022Q3,82,50785
HES_2022Q4,66,48332
HES_2023Q1,66,42983
HES_2023Q2,77,45238
HSY_2020Q1,122,70733
HSY_2020Q2,132,82236
HSY_2020Q3,126,46720
HSY_2020Q4,99,42855
HSY_2021Q1,65,29073
HSY_2021Q2,63,21734
HSY_2021Q3,93,34184
HSY_2021Q4,131,47542
HSY_2022Q1,108,35347
HSY_2022Q2,92,27783
HSY_2022Q3,115,28888
HSY_2022Q4,119,42819
HSY_2023Q1,107,35602
HSY_2023Q2,148,35467
HSY_2023Q3,100,39984
HSY_2023Q4,98,35638
HSY_2024Q1,73,19628
HSY_2024Q2,109,40373
HSY_2024Q3,99,33717
HSY_2024Q4,104,35906
IBM_2020Q1,44,62564
IBM_2020Q2,47,61857
IBM_2020Q3,45,56017
IBM_2020Q4,45,59287
IBM_2021Q1,44,38404
IBM_2021Q2,41,30711
IBM_2021Q3,40,52674
IBM_2021Q4,32,51129
IBM_2022Q1,42,56903
IBM_2022Q2,35,12766
IBM_2022Q3,39,51736
IBM_2022Q4,42,54877
IBM_2023Q1,43,50382
IBM_2023Q2,42,55834
IBM_2023Q3,38,49255
IBM_2023Q4,35,52975
IBM_2024Q1,39,13141
IBM_2024Q2,38,52620
IBM_2024Q3,39,47296
IBM_2024Q4,31,42660
ICE_2020Q1,33,39360
ICE_2020Q2,37,35846
ICE_2020Q3,40,41573
ICE_2020Q4,45,39413
ICE_2021Q1,39,30498
ICE_2021Q2,48,42811
ICE_2021Q3,48,43924
ICE_2021Q4,64,53866
ICE_2022Q1,47,56171
ICE_2022Q2,47,47404
ICE_2022Q3,35,55020
ICE_2022Q4,41,53236
ICE_2023Q1,45,48728
ICE_2023Q2,37,51222
ICE_2023Q3,47,54220
ICE_2023Q4,31,52390
ICE_2024Q1,40,15646
ICE_2024Q2,38,56049
ICE_2024Q3,34,51733
ICE_2024Q4,42,55008
IDXX_2020Q1,52,62830
IDXX_2020Q2,53,56632
IDXX_2020Q3,40,57246
IDXX_2020Q4,40,54380
IDXX_2021Q1,36,49456
IDXX_2021Q2,48,54176
IDXX_2021Q3,44,48623
IDXX_2021Q4,41,50546
IDXX_2022Q1,37,57040
IDXX_2022Q2,42,55544
IDXX_2022Q3,48,53807
IDXX_2022Q4,46,54003
IDXX_2023Q1,52,50310
IDXX_2023Q2,46,46229
IDXX_2023Q3,50,52607
IDXX_2023Q4,34,49731
IDXX_2024Q1,45,14842
IDXX_2024Q2,30,51879
IDXX_2024Q3,39,53791
IDXX_2024Q4,39,47687
INTC_2020Q1,50,47790
INTC_2020Q2,45,46062
INTC_2020Q3,60,47977
INTC_2020Q4,56,54053
INTC_2021Q1,77,51674
INTC_2021Q2,63,48353
INTC_2021Q3,58,55723
INTC_2021Q4,48,52209
INTC_2022Q1,48,54140
INTC_2022Q2,53,60925
INTC_2022Q3,55,55019
INTC_2022Q4,59,59574
INTC_2023Q1,63,58133
INTC_2023Q2,52,56887
INTC_2023Q3,57,60177
INTC_2023Q4,46,56222
INTC_2024Q1,61,20815
INTC_2024Q2,64,61218
INTC_2024Q3,67,56670
INTC_2024Q4,74,55081
INTU_2020Q1,78,55780
INTU_2020Q2,106,70255
INTU_2020Q3,64,66017
INTU_2020Q4,108,67483
INTU_2021Q1,74,49618
INTU_2021Q2,105,60352
INTU_2021Q3,110,62826
INTU_2021Q4,99,59570
INTU_2022Q1,82,58554
INTU_2022Q2,72,58770
INTU_2022Q3,93,59083
INTU_2022Q4,58,54383
INTU_2023Q1,60,59006
INTU_2023Q2,75,59926
INTU_2023Q3,44,54469
INTU_2023Q4,88,59303
INTU_2024Q1,87,53896
INTU_2024Q2,83,60673
INTU_2024Q3,85,54656
INTU_2024Q4,71,55946
ISRG_2020Q1,71,51553
ISRG_2020Q2,58,54328
ISRG_2020Q3,55,55108
ISRG_2020Q4,48,54958
ISRG_2021Q1,58,53490
ISRG_2021Q2,53,26986
ISRG_2021Q3,57,52840
ISRG_2021Q4,42,53621
ISRG_2022Q1,43,54289
ISRG_2022Q2,48,54831
ISRG_2022Q3,47,52516
ISRG_2022Q4,46,52697
ISRG_2023Q1,56,20196
ISRG_2023Q2,48,18217
ISRG_2023Q3,67,47328
ISRG_2023Q4,55,50544
ISRG_2024Q1,67,50654
ISRG_2024Q2,64,52590
ISRG_2024Q3,45,49275
ISRG_2024Q4,48,52765
JNJ_2020Q1,50,91909
JNJ_2020Q2,50,71988
JNJ_2020Q3,52,70709
JNJ_2020Q4,45,73959
JNJ_2021Q1,57,65787
JNJ_2021Q2,63,71045
JNJ_2021Q3,46,52748
JNJ_2021Q4,45,73178
JNJ_2022Q1,45,55350
JNJ_2022Q2,39,54542
JNJ_2022Q3,40,54255
JNJ_2022Q4,36,56638
JNJ_2023Q1,37,49689
JNJ_2023Q2,44,59585
JNJ_2023Q3,51,59500
JNJ_2023Q4,47,56560
JNJ_2024Q1,39,54158
JNJ_2024Q2,42,52317
JNJ_2024Q3,38,53230
JNJ_2024Q4,35,61141
JPM_2020Q1,91,58772
JPM_2020Q2,108,65212
JPM_2020Q3,106,53659
JPM_2020Q4,183,85424
JPM_2021Q1,90,56470
JPM_2021Q2,110,66716
JPM_2021Q3,96,57789
JPM_2021Q4,108,86177
JPM_2022Q1,91,47718
JPM_2022Q2,98,47581
JPM_2022Q3,76,43835
JPM_2022Q4,97,55707
JPM_2023Q1,87,47006
JPM_2023Q2,103,55162
JPM_2023Q3,91,55863
JPM_2023Q4,72,42752
JPM_2024Q1,64,15921
JPM_2024Q2,76,51253
JPM_2024Q3,91,59488
JPM_2024Q4,74,45573
KHC_2020Q1,62,48982
KHC_2020Q2,61,52070
KHC_2020Q3,48,44690
KHC_2020Q4,71,23954
KHC_2021Q1,61,22971
KHC_2021Q2,59,29105
KHC_2021Q3,54,25238
KHC_2021Q4,43,23779
KHC_2022Q1,53,28821
KHC_2022Q2,71,29044
KHC_2022Q3,46,25772
KHC_2022Q4,54,32511
KHC_2023Q1,42,25196
KHC_2023Q2,68,26691
KHC_2023Q3,63,25646
KHC_2023Q4,73,28624
KHC_2024Q1,40,14220
KHC_2024Q2,40,28543
KHC_2024Q3,56,29134
KHC_2024Q4,39,25772
KLAC_2020Q1,68,32385
KLAC_2020Q2,75,53766
KLAC_2020Q3,51,18177
KLAC_2020Q4,82,57115
KLAC_2021Q1,49,42027
KLAC_2021Q2,83,53092
KLAC_2021Q3,76,63311
KLAC_2021Q4,73,55843
KLAC_2022Q1,70,25727
KLAC_2022Q2,47,18517
KLAC_2022Q3,58,13119
KLAC_2022Q4,42,11456
KLAC_2023Q1,63,53498
KLAC_2023Q2,71,22121
KLAC_2023Q3,78,27202
KLAC_2023Q4,52,15997
KLAC_2024Q1,82,30606
KLAC_2024Q2,67,24564
KLAC_2024Q3,68,47012
KLAC_2024Q4,101,57281
KMI_2020Q1,96,53822
KMI_2020Q2,82,54176
KMI_2020Q3,82,57278
KMI_2020Q4,104,64132
KMI_2021Q1,99,52218
KMI_2021Q2,105,53687
KMI_2021Q3,76,48116
KMI_2021Q4,80,45848
KMI_2022Q1,65,35942
KMI_2022Q2,99,49200
KMI_2022Q3,94,45700
KMI_2022Q4,66,39723
KMI_2023Q1,68,33543
KMI_2023Q2,87,42725
KMI_2023Q3,76,39368
KMI_2023Q4,81,38540
KMI_2024Q1,59,28971
KMI_2024Q2,86,40073
KMI_2024Q3,73,36131
KMI_2024Q4,89,39979
KO_2020Q1,56,59616
KO_2020Q2,48,60821
KO_2020Q3,54,58744
KO_2020Q4,44,50056
KO_2021Q1,50,55575
KO_2021Q2,47,54342
KO_2021Q3,61,54557
KO_2021Q4,51,53150
KO_2022Q1,54,51171
KO_2022Q2,43,51802
KO_2022Q3,49,52653
KO_2022Q4,45,52071
KO_2023Q1,54,13899
KO_2023Q2,52,50205
KO_2023Q3,49,49117
KO_2023Q4,56,55421
KO_2024Q1,55,18261
KO_2024Q2,47,48495
KO_2024Q3,59,52769
KO_2024Q4,53,51553
LLY_2020Q1,82,81173
LLY_2020Q2,99,94733
LLY_2020Q3,51,70839
LLY_2020Q4,97,73968
LLY_2021Q1,80,76167
LLY_2021Q2,82,82352
LLY_2021Q3,95,77477
LLY_2021Q4,94,64687
LLY_2022Q1,109,77720
LLY_2022Q2,112,76620
LLY_2022Q3,92,85746
LLY_2022Q4,99,66373
LLY_2023Q1,64,68263
LLY_2023Q2,81,68085
LLY_2023Q3,99,60275
LLY_2023Q4,92,68602
LLY_2024Q1,86,21003
LLY_2024Q2,78,60046
LLY_2024Q3,81,58972
LLY_2024Q4,87,52363
LOW_2020Q1,58,24191
LOW_2020Q2,58,24513
LOW_2020Q3,47,16724
LOW_2020Q4,60,21876
LOW_2021Q1,59,25945
LOW_2021Q2,60,18110
LOW_2021Q4,62,25610
LOW_2022Q1,57,21423
LOW_2022Q2,60,22898
LOW_2022Q3,46,17162
LOW_2022Q4,63,14905
LOW_2023Q1,57,24111
LOW_2023Q3,50,23645
LOW_2023Q4,43,20384
LOW_2024Q1,60,24890
LOW_2024Q2,72,56805
LOW_2024Q3,56,54720
LOW_2024Q4,73,57947
LRCX_2020Q1,73,47397
LRCX_2020Q2,122,54660
LRCX_2020Q3,82,53137
LRCX_2020Q4,115,54885
LRCX_2021Q1,91,55591
LRCX_2021Q2,73,54041
LRCX_2021Q3,89,52932
LRCX_2021Q4,89,52714
LRCX_2022Q1,115,53543
LRCX_2022Q2,85,51423
LRCX_2022Q3,91,54768
LRCX_2022Q4,116,57855
LRCX_2023Q1,97,51273
LRCX_2023Q2,113,53238
LRCX_2023Q3,76,49742
LRCX_2023Q4,104,55723
LRCX_2024Q1,102,56152
LRCX_2024Q2,83,53307
LRCX_2024Q3,81,52993
LRCX_2024Q4,94,52589
MCD_2020Q1,49,53019
MCD_2020Q2,52,52992
MCD_2020Q3,5,13523
MCD_2020Q4,49,51690
MCD_2021Q1,54,55747
MCD_2021Q2,55,53410
MCD_2021Q3,59,56581
MCD_2021Q4,52,52429
MCD_2022Q1,59,51974
MCD_2022Q2,49,53528
MCD_2022Q3,59,54159
MCD_2022Q4,49,56181
MCD_2023Q1,47,53762
MCD_2023Q2,42,53190
MCD_2023Q3,52,52961
MCD_2023Q4,44,55194
MCD_2024Q1,59,18282
MCD_2024Q2,53,56194
MCD_2024Q3,44,54937
MCD_2024Q4,41,56785
MCHP_2020Q1,115,59807
MCHP_2020Q2,118,57885
MCHP_2020Q3,87,49128
MCHP_2020Q4,84,65400
MCHP_2021Q1,115,64740
MCHP_2021Q2,88,35083
MCHP_2021Q3,100,48922
MCHP_2021Q4,74,44701
MCHP_2022Q1,92,59856
MCHP_2022Q2,113,58080
MCHP_2022Q3,93,49568
MCHP_2022Q4,78,57671
MCHP_2023Q1,46,39118
MCHP_2023Q2,84,58585
MCHP_2023Q3,118,60574
MCHP_2023Q4,84,51056
MCHP_2024Q1,86,43675
MCHP_2024Q2,96,54510
MCHP_2024Q3,112,59976
MCHP_2024Q4,116,61693
MCO_2020Q1,82,61395
MCO_2020Q2,79,63925
MCO_2020Q3,96,75286
MCO_2020Q4,81,71660
MCO_2021Q1,89,73034
MCO_2021Q2,88,77959
MCO_2021Q3,69,72976
MCO_2021Q4,88,83221
MCO_2022Q1,92,71663
MCO_2022Q2,90,73252
MCO_2022Q3,85,69287
MCO_2022Q4,74,57867
MCO_2023Q1,76,64341
MCO_2023Q2,88,67296
MCO_2023Q3,69,60143
MCO_2023Q4,76,69230
MCO_2024Q1,79,21316
MCO_2024Q2,71,56917
MCO_2024Q3,89,63537
MCO_2024Q4,76,60399
MDLZ_2020Q1,99,75170
MDLZ_2020Q2,93,57040
MDLZ_2020Q3,70,52859
MDLZ_2020Q4,52,39239
MDLZ_2021Q1,84,39659
MDLZ_2021Q2,72,34604
MDLZ_2021Q3,89,55011
MDLZ_2021Q4,51,53797
MDLZ_2022Q1,87,50167
MDLZ_2022Q2,38,46961
MDLZ_2022Q3,40,46533
MDLZ_2022Q4,53,50270
MDLZ_2023Q1,71,47335
MDLZ_2023Q2,66,46479
MDLZ_2023Q3,45,50551
MDLZ_2023Q4,67,49999
MDLZ_2024Q1,40,13262
MDLZ_2024Q2,63,47203
MDLZ_2024Q3,54,45781
MDLZ_2024Q4,44,48108
MDT_2020Q1,89,59993
MDT_2020Q2,83,61420
MDT_2020Q3,99,57434
MDT_2020Q4,58,63741
MDT_2021Q1,50,59749
MDT_2021Q2,85,59267
MDT_2021Q3,63,55769
MDT_2021Q4,80,54844
MDT_2022Q1,70,50493
MDT_2022Q2,46,55513
MDT_2022Q3,70,55962
MDT_2022Q4,52,58779
MDT_2023Q1,64,60155
MDT_2023Q2,80,54325
MDT_2023Q3,66,55863
MDT_2023Q4,103,59762
MDT_2024Q1,74,53494
MDT_2024Q2,58,57524
MDT_2024Q3,57,55097
MDT_2024Q4,70,56131
META_2020Q1,48,55786
META_2020Q2,45,55146
META_2020Q3,43,56696
META_2020Q4,48,58243
META_2021Q1,39,56383
META_2021Q2,53,59692
META_2021Q3,50,55504
META_2021Q4,45,57945
META_2022Q1,43,56627
META_2022Q2,44,58198
META_2022Q3,40,54283
META_2022Q4,45,55306
META_2023Q1,37,56537
META_2023Q2,32,60082
META_2023Q3,29,56527
META_2023Q4,31,55220
META_2024Q1,37,11479
META_2024Q2,37,56202
META_2024Q3,34,51328
META_2024Q4,36,53294
MET_2020Q1,45,50823
MET_2020Q2,49,49754
MET_2020Q3,62,49100
MET_2020Q4,54,49678
MET_2021Q1,47,44767
MET_2021Q2,49,49939
MET_2021Q3,42,43419
MET_2021Q4,51,49555
MET_2022Q1,62,48210
MET_2022Q2,59,50875
MET_2022Q3,54,47853
MET_2022Q4,44,50092
MET_2023Q1,60,50597
MET_2023Q2,64,48801
MET_2023Q3,63,46282
MET_2023Q4,50,51130
MET_2024Q1,42,10885
MET_2024Q2,59,50236
MET_2024Q3,48,49501
MET_2024Q4,50,51550
MMC_2020Q1,46,49599
MMC_2020Q2,54,51173
MMC_2020Q3,58,52242
MMC_2020Q4,50,31480
MMC_2021Q1,55,36225
MMC_2021Q2,61,30541
MMC_2021Q3,72,49671
MMC_2021Q4,60,50387
MMC_2022Q1,79,51628
MMC_2022Q2,63,42672
MMC_2022Q3,99,51582
MMC_2022Q4,89,49859
MMC_2023Q1,74,50873
MMC_2023Q2,84,48045
MMC_2023Q3,62,50244
MMC_2023Q4,77,49081
MMC_2024Q1,61,53732
MMC_2024Q2,74,50700
MMC_2024Q3,60,47803
MMC_2024Q4,69,51282
MPC_2020Q1,66,48675
MPC_2020Q2,68,46394
MPC_2020Q3,76,51077
MPC_2020Q4,78,49151
MPC_2021Q1,88,49160
MPC_2021Q2,77,45789
MPC_2021Q3,82,55426
MPC_2021Q4,68,56994
MPC_2022Q1,88,54917
MPC_2022Q2,58,47397
MPC_2022Q3,75,54684
MPC_2022Q4,67,54354
MPC_2023Q1,68,53726
MPC_2023Q2,94,47138
MPC_2023Q3,71,47709
MPC_2023Q4,79,54251
MPC_2024Q1,66,20861
MPC_2024Q2,55,31813
MPC_2024Q3,48,34658
MPC_2024Q4,91,49617
MRK_2020Q1,66,68985
MRK_2020Q2,54,62415
MRK_2020Q3,56,53990
MRK_2020Q4,64,65356
MRK_2021Q1,43,51497
MRK_2021Q2,59,62070
MRK_2021Q3,59,57886
MRK_2021Q4,43,50278
MRK_2022Q1,44,51225
MRK_2022Q2,40,47685
MRK_2022Q3,57,49735
MRK_2022Q4,58,51453
MRK_2023Q1,67,52134
MRK_2023Q2,59,52903
MRK_2023Q3,64,58835
MRK_2023Q4,75,52536
MRK_2024Q1,58,19559
MRK_2024Q2,73,64678
MRK_2024Q3,57,51430
MRK_2024Q4,55,57802
MSFT_2020Q1,50,47503
MSFT_2020Q2,53,48326
MSFT_2020Q3,40,55243
MSFT_2020Q4,51,51517
MSFT_2021Q1,45,54348
MSFT_2021Q2,51,50810
MSFT_2021Q3,51,53769
MSFT_2021Q4,35,50995
MSFT_2022Q1,53,53249
MSFT_2022Q2,37,53896
MSFT_2022Q3,60,56100
MSFT_2022Q4,36,53833
MSFT_2023Q1,49,55267
MSFT_2023Q2,51,53102
MSFT_2023Q3,53,53499
MSFT_2023Q4,38,56609
MSFT_2024Q1,51,53332
MSFT_2024Q2,51,55258
MSFT_2024Q3,51,54545
MSFT_2024Q4,52,52577
MS_2020Q1,41,59335
MS_2020Q2,50,60290
MS_2020Q3,47,60751
MS_2020Q4,60,55336
MS_2021Q1,74,56402
MS_2021Q2,54,50184
MS_2021Q3,44,41633
MS_2021Q4,67,55870
MS_2022Q1,51,42021
MS_2022Q2,67,53595
MS_2022Q3,54,46235
MS_2022Q4,42,51937
MS_2023Q1,59,52794
MS_2023Q2,59,49885
MS_2023Q3,64,56679
MS_2023Q4,39,62843
MS_2024Q1,45,44284
MS_2024Q2,66,50171
MS_2024Q3,66,54704
MS_2024Q4,66,66949
NFLX_2020Q1,62,36172
NFLX_2020Q2,64,41531
NFLX_2020Q3,60,38860
NFLX_2020Q4,76,38232
NFLX_2021Q1,68,37751
NFLX_2021Q2,57,38130
NFLX_2021Q3,62,38657
NFLX_2021Q4,60,43072
NFLX_2022Q1,72,41387
NFLX_2022Q2,80,42524
NFLX_2022Q3,70,41576
NFLX_2022Q4,61,46945
NFLX_2023Q1,87,43448
NFLX_2023Q2,58,32817
NFLX_2023Q3,43,43808
NFLX_2023Q4,60,40485
NFLX_2024Q1,57,44681
NFLX_2024Q2,53,42924
NFLX_2024Q3,43,38290
NFLX_2024Q4,48,32218
NKE_2020Q1,38,54278
NKE_2020Q2,40,55326
NKE_2020Q3,28,55080
NKE_2020Q4,35,51802
NKE_2021Q1,52,53438
NKE_2021Q2,35,54562
NKE_2021Q3,38,54198
NKE_2021Q4,40,48623
NKE_2022Q1,30,52933
NKE_2022Q2,41,50426
NKE_2022Q3,32,53622
NKE_2022Q4,29,53448
NKE_2023Q1,34,55822
NKE_2023Q2,38,52298
NKE_2023Q3,35,51430
NKE_2023Q4,26,53319
NKE_2024Q1,39,54629
NKE_2024Q2,32,52046
NKE_2024Q3,30,51235
NKE_2024Q4,35,54891
NOW_2020Q1,50,58598
NOW_2020Q2,77,56003
NOW_2020Q3,45,57543
NOW_2020Q4,51,56750
NOW_2021Q1,67,53801
NOW_2021Q2,70,50847
NOW_2021Q3,72,53980
NOW_2021Q4,61,56307
NOW_2022Q1,67,54996
NOW_2022Q2,93,56631
NOW_2022Q3,49,47376
NOW_2022Q4,61,50056
NOW_2023Q1,73,50393
NOW_2023Q2,83,55837
NOW_2023Q3,87,51669
NOW_2023Q4,84,52434
NOW_2024Q1,65,24802
NOW_2024Q2,72,55220
NOW_2024Q3,77,55221
NOW_2024Q4,62,60546
NVDA_2020Q1,54,50621
NVDA_2020Q2,40,46987
NVDA_2020Q3,43,46415
NVDA_2020Q4,45,49109
NVDA_2021Q1,65,76000
NVDA_2021Q2,39,48119
NVDA_2021Q3,43,47151
NVDA_2021Q4,30,50428
NVDA_2022Q1,32,49368
NVDA_2022Q2,41,52487
NVDA_2022Q3,28,49070
NVDA_2022Q4,46,46156
NVDA_2023Q1,38,49111
NVDA_2023Q2,48,46740
NVDA_2023Q3,48,46547
NVDA_2023Q4,39,45874
NVDA_2024Q1,38,53688
NVDA_2024Q2,37,49475
NVDA_2024Q3,32,53820
NVDA_2024Q4,36,47992
OKE_2020Q1,102,50450
OKE_2020Q2,96,46492
OKE_2020Q3,104,55743
OKE_2020Q4,106,52375
OKE_2021Q1,118,53492
OKE_2021Q2,108,52686
OKE_2021Q3,68,35423
OKE_2021Q4,84,44610
OKE_2022Q1,62,32212
OKE_2022Q2,95,39326
OKE_2022Q3,46,30140
OKE_2022Q4,56,38280
OKE_2023Q1,96,35643
OKE_2023Q2,76,42701
OKE_2023Q3,92,43937
OKE_2023Q4,96,48922
OKE_2024Q1,74,28039
OKE_2024Q2,66,39676
OKE_2024Q3,74,38272
OKE_2024Q4,55,43007
ORCL_2020Q1,44,39869
ORCL_2020Q2,39,43018
ORCL_2020Q3,31,35259
ORCL_2020Q4,28,45812
ORCL_2021Q1,35,32665
ORCL_2021Q2,30,28865
ORCL_2021Q3,30,32014
ORCL_2021Q4,29,27188
ORCL_2022Q1,40,27026
ORCL_2022Q2,39,43092
ORCL_2022Q3,29,38915
ORCL_2022Q4,29,35994
ORCL_2023Q1,39,34862
ORCL_2023Q2,28,41413
ORCL_2023Q3,30,38298
ORCL_2023Q4,38,38009
ORCL_2024Q1,34,30263
ORCL_2024Q2,70,39760
ORCL_2024Q3,49,35652
ORCL_2024Q4,38,34389
OXY_2020Q1,75,53813
OXY_2020Q2,69,54437
OXY_2020Q3,66,51825
OXY_2020Q4,46,41387
OXY_2021Q1,62,18509
OXY_2021Q2,45,18004
OXY_2021Q3,58,19312
OXY_2021Q4,55,16428
OXY_2022Q1,52,17953
OXY_2022Q2,48,18691
OXY_2022Q3,49,16467
OXY_2022Q4,55,17306
OXY_2023Q1,49,20019
OXY_2023Q2,61,27382
OXY_2023Q3,50,14072
OXY_2023Q4,63,22101
OXY_2024Q1,59,20258
OXY_2024Q2,56,49161
OXY_2024Q3,43,49340
OXY_2024Q4,75,51350
PANW_2020Q1,90,57362
PANW_2020Q2,104,56398
PANW_2020Q3,43,51398
PANW_2020Q4,55,53412
PANW_2021Q1,96,69965
PANW_2021Q2,74,60954
PANW_2021Q3,64,61407
PANW_2021Q4,49,57951
PANW_2022Q1,62,59978
PANW_2022Q2,47,56140
PANW_2022Q3,70,56059
PANW_2022Q4,57,58511
PANW_2023Q1,64,53693
PANW_2023Q2,55,63324
PANW_2023Q3,58,62105
PANW_2023Q4,82,143862
PANW_2024Q1,63,55194
PANW_2024Q2,61,63487
PANW_2024Q3,80,60263
PANW_2024Q4,43,60156
PEP_2020Q1,48,33716
PEP_2020Q2,42,32781
PEP_2020Q3,47,33879
PEP_2020Q4,57,33589
PEP_2021Q1,54,33324
PEP_2021Q2,48,34217
PEP_2021Q3,65,34590
PEP_2021Q4,48,29638
PEP_2022Q1,53,26998
PEP_2022Q2,48,36349
PEP_2022Q3,38,27777
PEP_2022Q4,54,34439
PEP_2023Q1,47,24854
PEP_2023Q2,61,28404
PEP_2023Q3,45,23514
PEP_2023Q4,56,34731
PEP_2024Q1,53,30268
PEP_2024Q2,50,36327
PEP_2024Q3,43,36130
PEP_2024Q4,54,40332
PFE_2020Q1,70,56965
PFE_2020Q2,73,52074
PFE_2020Q3,83,56733
PFE_2020Q4,69,57027
PFE_2021Q1,50,45664
PFE_2021Q2,112,45648
PFE_2021Q3,88,83710
PFE_2021Q4,88,97250
PFE_2022Q1,97,59884
PFE_2022Q2,98,81023
PFE_2022Q3,80,64480
PFE_2022Q4,96,72734
PFE_2023Q1,109,69921
PFE_2023Q2,97,79197
PFE_2023Q3,82,57050
PFE_2023Q4,101,71649
PFE_2024Q1,116,32870
PFE_2024Q2,98,58048
PFE_2024Q3,93,78539
PFE_2024Q4,93,62613
PG_2020Q1,58,46449
PG_2020Q2,48,45736
